Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000198300	177.671941814002	-3.00930495561651	0.437955757809236	-6.87125332172775	6.36402648862882e-12	7.20723952209644e-11
ENSG00000257923	1500.8209219215	0.741301910360445	0.204559496257102	3.62389389847115	0.00029020069189848	0.000963448778857073
ENSG00000198342	40.7277004428038	-1.41065457996683	0.434333188780277	-3.24786273857708	0.0011627534827844	0.00332574330302659
ENSG00000159184	11.5353476918802	6.89623946805764	1.89051755752138	3.64780503657377	0.000264490211580701	0.00088392769343121
ENSG00000115207	784.281453806027	0.574746429618336	0.132603134744711	4.33433516277609	1.46201287868391e-05	6.29094490267924e-05
ENSG00000230797	40.6475490582277	0.92063106935642	0.383953370673273	2.39776790536327	0.0164953134467454	0.0345062428799802
ENSG00000106038	12.390254025037	6.998774634679	1.36097140642439	5.14248470000302	2.71128528447818e-07	1.61968464770983e-06
ENSG00000198039	87.7129848596767	1.83625364691582	0.472319415003889	3.88773696059202	0.000101183190528795	0.000369138260803536
ENSG00000186951	2395.70721366235	-3.37147582094353	0.246263628259238	-13.6905146926303	1.15686884406953e-42	1.92072969686601e-40
ENSG00000170954	64.6460093892349	1.70822022502685	0.607564526651013	2.81158650660994	0.00492978324040866	0.011930590655659
ENSG00000124766	1425.9902822635	3.32765568588287	0.394557570718959	8.43389135790565	3.34357126947238e-17	6.31368141324511e-16
ENSG00000185811	181.507055101697	-1.05404800570988	0.368336278210739	-2.86164591451624	0.00421447456811791	0.0103725576193169
ENSG00000130544	117.714804878866	0.651184736465625	0.239934150535589	2.7140143869142	0.00664732792749315	0.015531907089213
ENSG00000221994	47.4578357890947	1.78693820505403	0.345448799435049	5.17280189705801	2.30609474229955e-07	1.39371433275171e-06
ENSG00000125398	1066.43715427246	3.76573080770324	0.415834894918171	9.05583166233383	1.35530990214298e-19	3.18878328446714e-18
ENSG00000196456	206.260662046301	1.17265312769492	0.388989726977599	3.01461207422182	0.0025730812655407	0.0067057096390124
ENSG00000077463	302.934322518194	1.03223655581133	0.306869570778398	3.36376315577001	0.000768874955369249	0.00231543982538388
ENSG00000182944	3427.78990153416	-0.4898894686151	0.159088257350043	-3.07935655827315	0.0020744824031287	0.00554592371451649
ENSG00000114126	590.787649679911	0.684668688285995	0.244240311162126	2.80325833613729	0.00505891293561883	0.0122128681418321
ENSG00000111206	172.309745142128	1.88223606276551	0.344289121562351	5.4670215957568	4.57660313273103e-08	3.09783225126667e-07
ENSG00000197385	14.5688708443013	2.17940541449012	0.578274122360692	3.76881020646941	0.000164027546186183	0.000575387838415514
ENSG00000106031	10.1908421279221	6.71893864215419	2.39933708369663	2.8003312614176	0.00510501892484182	0.0123089776761599
ENSG00000136574	732.1154006187	-2.31667138100215	0.362324287660661	-6.3939168857812	1.61689340237151e-10	1.53897820380402e-09
ENSG00000147118	223.664354525561	0.52131953703609	0.212630262652105	2.45176547559012	0.0142157280450015	0.0303619657601919
ENSG00000171448	163.451556091837	1.38621378436955	0.329071692007227	4.21249781746376	2.52562156012899e-05	0.000103536952799232
ENSG00000121406	142.588317799763	1.34280856130551	0.288533921755268	4.65390188140328	3.25711841117998e-06	1.59272094799546e-05
ENSG00000134138	391.151434455518	1.08810510683595	0.370669516226387	2.93551279294139	0.00332996880122068	0.00842013231791418
